time_period,time_identifier,geographic_level,country_code,country_name,quarter,gender,age,population_category,number,percent
2010,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,392880.03739808366,10.791127846839
2010,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,393334.23598231154,10.7899615178454
2011,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,376005.11060817383,10.3019501822043
2011,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,391342.4191818026,10.7088360399006
2011,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,399178.1894747272,10.9296512964536
2011,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,384481.3805984449,10.5430547820744
2012,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,386400.65279833699,10.6115981165636
2012,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,387875.11499232292,10.6678935483383
2012,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,369784.89257638738,10.1880792007125
2012,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,357126.70993915095,9.85813218347372
2013,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,362133.53737078904,10.0153005396253
2013,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,356244.96529102616,9.8712894591434
2013,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,337436.01716384455,9.36524143213074
2013,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,320022.23831873626,8.89500669910718
2014,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,331303.31384564179,9.2220388614902
2014,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,343076.29647230671,9.56376080728922
2014,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,344638.47563761083,9.61949663878862
2014,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,365094.65709083137,10.2019734468402
2015,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,342437.27907533734,9.58005861203133
2015,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,334006.44249884941,9.35479075077888
2015,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,309618.65112126595,8.69288969851488
2015,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,317507.60155193688,8.94206249864638
2016,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,298432.36804418114,8.43078110580362
2016,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,277774.81194324681,7.87184929406933
2016,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,285292.36643496418,8.1148466823231
2016,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,286609.89054964215,8.1851356255199
2017,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,281393.39376533509,8.06852829528797
2017,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,275722.24428418797,7.93776980436683
2017,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,260053.82394523342,7.51462517136253
2017,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,252184.59981487301,7.31298408893483
2018,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,270127.42068526923,7.8614013725722
2018,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,279863.60785041214,8.17387553270464
2018,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,294053.99321080797,8.61643406695756
2018,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,290102.54293026635,8.52695543419683
2019,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,268554.35089912452,7.91837179622574
2019,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,256164.92110473802,7.57686890206245
2019,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,272401.65553039178,8.07363847185067
2019,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,268899.68903621373,7.98191463574981
2020,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,249316.44939325302,7.41678824557537
2020,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,256915.77464727807,7.66593536862346
2020,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,228313.28494618175,6.81421132395083
2020,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,216667.02654892759,6.48157589829789
2021,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,191772.34630231746,5.74970561646504
2021,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,186991.8944668519,5.61439263800676
2021,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,222983.45158776105,6.68489564906193
2021,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,199946.3970283849,5.99589761744269
2022,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,242122.16089104384,7.25697534685658
2022,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,255346.28781890363,7.64565927197964
2022,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Economically inactive,261832.91346775001,7.820973988158
2022,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Economically inactive,261853.05793448002,7.8241628582491
2023,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Economically inactive,266965.60279365478,7.97251614548924
2023,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Economically inactive,276927.4241475623,8.25729140395125
2001,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3206798,100
2002,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3223251,100
2002,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3239806,100
2002,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3257463,100
2002,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3275773,100
2003,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3294002,100
2003,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3312293,100
2003,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3330474,100
2003,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3348141,100
2004,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3366036,100
2004,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3383880,100
2004,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3401607,100
2004,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3419219,100
2005,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3437018,100
2005,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3454632,100
2005,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3468195,100
2005,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3479862,100
2006,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3491457,100
2006,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3503018,100
2006,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3515932,100
2006,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3529469,100
2007,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3542982,100
2007,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3556536,100
2007,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3569221,100
2007,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3581517,100
2008,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3593797,100
2008,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3606153,100
2008,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3612806,100
2008,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3616782,100
2009,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3620793,100
2009,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3624819,100
2009,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3628031,100
2009,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3630899,100
2010,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3633965,100
2010,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3636773,100
2010,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3640769,100
2010,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3645372,100
2011,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3649844,100
2011,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3654388,100
2011,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3652250,100
2011,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3646774,100
2012,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3641305,100
2012,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3635911,100
2012,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3629584,100
2012,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3622661,100
2013,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3615803,100
2013,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3608900,100
2013,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3603068,100
2013,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3597774,100
2014,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3592517,100
2014,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3587253,100
2014,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3582708,100
2014,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3578667,100
2015,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3574480,100
2015,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3570432,100
2015,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3561746,100
2015,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3550720,100
2016,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3539795,100
2016,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3528711,100
2016,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3515684,100
2016,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3501590,100
2017,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3487543,100
2017,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3473548,100
2017,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3460636,100
2017,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3448450,100
2018,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3436123,100
2018,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3423879,100
2018,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3412711,100
2018,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3402182,100
2019,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3391535,100
2019,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3380881,100
2019,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3373964,100
2019,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3368862,100
2020,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3361515,100
2020,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3351395,100
2020,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3350546,100
2020,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3342814,100
2021,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3335342,100
2021,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3330581,100
2021,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3335631,100
2021,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3334720,100
2022,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3336406,100
2022,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3339755,100
2022,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-24,Total,3347830,100
2022,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-24,Total,3346723,100
2023,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-24,Total,3348574,100
2023,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-24,Total,3353732,100
2001,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,59201.385371705066,8.1394935444746999
2002,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,53151.212387507439,7.2804494444941668
2002,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,62379.492447876197,8.5124853231272102
2002,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,52679.545828397728,7.1675289402221471
2002,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,54940.49664546211,7.4552804790472562
2003,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,50199.366961813212,6.7947166975924764
2003,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,63144.396727381289,8.5251811140533214
2003,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,51752.705310546393,6.9564108289251125
2003,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,46502.918017092634,6.2181896732503095
2004,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,49292.498171458945,6.5565885349259903
2004,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,57802.781269501225,7.6485414575329509
2004,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,59329.025055147969,7.8288349524559004
2004,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,60638.672615214338,7.9887797102705411
2005,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,62071.017959287106,8.1635226540663197
2005,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,56848.011504305854,7.464424438514607
2005,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,47503.128725316703,6.2432483683611313
2005,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,52508.991175105846,6.9164219342256636
2006,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,49469.990111666011,6.5310625040980561
2006,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,55064.895999850443,7.2859523028033006
2006,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,57348.006841868584,7.5717435211307942
2006,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,51636.626513273004,6.7872378071837174
2007,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,51680.352670531836,6.7636384502018521
2007,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,51440.012852323227,6.7024564617088691
2007,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,59143.272595464543,7.6763984699274896
2007,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,48632.298346792086,6.2885481351569323
2008,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,47549.708792216508,6.1257399619978292
2008,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,50621.302351892118,6.4975910437584066
2008,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,53253.93946346156,6.8423321392959231
2008,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,48369.37391933149,6.2354729029075813
2009,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,51618.983866196591,6.6765550090923735
2009,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,51607.866222394965,6.6970322423845801
2009,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,40326.851880914721,5.255805802940082
2009,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,41468.094261500242,5.4298220871142506
2010,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,38516.802939688088,5.0675669764675506
2010,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,34704.888325841021,4.5878992134039027
2010,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,37410.888298998136,4.9627686177668648
2010,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,38551.040273217543,5.1282138963819524
2011,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,34549.430660184822,4.6091472950576344
2011,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,31964.697213006555,4.2764253498844162
2011,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,39102.881924839254,5.2512958631754509
2011,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,37679.670757468659,5.0817320060836551
2012,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,40990.059544662887,5.5522525322600282
2012,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,34766.302397462263,4.729401368157454
2012,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,26680.73182892015,3.6322108678704024
2012,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,27296.573650148217,3.7127688559085619
2013,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,33669.213537496282,4.5751684355597249
2013,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,33173.134389569488,4.5036091162749274
2013,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,28416.084256490431,3.8593288917080129
2013,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,26552.534773168489,3.6101829764059996
2014,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,25352.544534596964,3.4504383773539176
2014,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,31720.321427261108,4.3215284632518634
2014,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,27450.694586642509,3.7501563668588158
2014,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,34043.026014155221,4.6674051060157042
2015,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,22987.105836857583,3.1630091636795123
2015,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,20549.150011596059,2.8376219346334079
2015,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,22173.918040040109,3.0743051856097625
2015,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,18050.857325238787,2.5132978924441445
2016,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,24292.513647766267,3.3963240794965559
2016,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,29941.196595135232,4.2041613910998947
2016,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,26621.306412751088,3.757009670473511
2016,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,26467.620128253322,3.7558546122626586
2017,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,29929.668083700148,4.2708225361090628
2017,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,27769.084872251507,3.9844697944065652
2017,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,27248.141870424428,3.9314569559682035
2017,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,29169.611451830213,4.2317116321872907
2018,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,24739.122956223779,3.60917980249818
2018,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,21032.64467011638,3.0855354073284178
2018,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,27474.343006269439,4.0399821495820873
2018,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,33735.570871865377,4.9635878580447272
2019,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,19138.14885302103,2.8177113161075651
2019,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,22366.899304440056,3.2951909331294447
2019,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,23407.116505715407,3.4337598075501274
2019,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,22526.501957183682,3.2822968801219989
2020,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,22214.637017067544,3.2173723591216197
2020,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,20022.391204619955,2.8851081937114396
2020,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,20780.941039462719,2.9713248734188165
2020,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,21622.725537323277,3.0744144188245439
2021,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,22744.626626177778,3.2157290721352787
2021,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,24757.951069759212,3.4778166985201495
2021,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,17522.466014794074,2.4513836777603317
2021,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,20182.330147164575,2.8242005408691568
2022,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,16434.155517248648,2.2986247429560209
2022,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,12052.868925444578,1.6841048459158761
2022,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,NEET,21511.492667344512,2.9984475875872758
2022,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,NEET,27949.251260191802,3.8971421484344506
2023,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,NEET,23497.884643613099,3.2739900076650446
2023,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,NEET,28665.173698159248,3.9906132682958382
2001,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,32306.982191868199,4.44182971971213
2002,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,23752.642261218636,3.25354593786468
2002,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,27136.031158386497,3.70306102052218
2002,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,30176.051051834591,4.10572482762469
2002,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,32879.935854639793,4.46172056855021
2003,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,26261.653843204054,3.5546364162431
2003,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,34083.409455846951,4.6016313981116
2003,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,25601.001762657084,3.44119374676992
2003,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,25682.729674976967,3.43419491196491
2004,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,28128.096019849814,3.74142838594918
2004,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,26730.6817382671,3.53703961942624
2004,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,30305.656187540648,3.999020381636
2004,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,34053.222865683812,4.48630690887583
2005,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,31280.366761786405,4.11396479520987
2005,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,26084.68015322151,3.42504722424277
2005,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,20788.792388961803,2.73223254226227
2005,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,28318.265826820563,3.73004833116488
2006,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,23729.876084839438,3.13283474637365
2006,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,24157.330303520517,3.19639496558739
2006,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,29343.94158281108,3.87432470280515
2006,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,24723.57046596329,3.24972337517098
2007,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,24784.890565517126,3.24370926571797
2007,Calendar year,National,K02000001,United Kingdom,Q2,Female,Aged 16-17,Unemployed,24099.162060330142,3.14003779386175
2007,Calendar year,National,K02000001,United Kingdom,Q3,Female,Aged 16-17,Unemployed,28273.346538378682,3.6696899678085
2007,Calendar year,National,K02000001,United Kingdom,Q4,Female,Aged 16-17,Unemployed,24307.628555648815,3.14317228303062
2008,Calendar year,National,K02000001,United Kingdom,Q1,Female,Aged 16-17,Unemployed,21952.329681247371,2.82807753408114
